기상관측일시,일사량(w/m^2),습도(%),절대습도,기온(degC),대기압(hPa)
2024-03-15 0:00,0,51.623,0.004,3.612,1006.73694
2024-03-15 1:00,0,53.384,0.004,3.363,1007.08356
2024-03-15 2:00,0,54.1,0.004,3.284,1007.01654
2024-03-15 3:00,0,53.689,0.004,3.119,1006.9316
2024-03-15 4:00,0,53.332,0.004,2.944,1006.9571
2024-03-15 5:00,0,53.722,0.004,2.367,1007.1029
2024-03-15 6:00,0,53.536,0.004,1.757,1007.37976
2024-03-15 7:00,15.649,53.46,0.004,3.153,1007.67224
2024-03-15 8:00,180.763,48.931,0.004,6.325,1007.97174
2024-03-15 9:00,386.504,41.716,0.004,9.574,1008.2339
2024-03-15 10:00,552.641,35.976,0.004,12.534,1008.2095
2024-03-15 11:00,686.799,31.546,0.004,15.207,1008.0581
2024-03-15 12:00,756.561,32.977,0.004,17.441,1007.8638
2024-03-15 13:00,812.623,22.123,0.003,18.227,1007.3959
2024-03-15 14:00,766.048,20.624,0.003,18.36,1006.9651
2024-03-15 15:00,649.809,19.732,0.003,17.945,1006.6134
2024-03-15 16:00,475.266,22.485,0.004,15.889,1006.57245
2024-03-15 17:00,263.949,26.261,0.004,13.658,1006.6531
2024-03-15 18:00,71.374,31.089,0.004,10.93,1007.03253
2024-03-15 19:00,0,34.9,0.004,9.094,1007.4284
2024-03-15 20:00,0,39.94,0.004,7.69,1007.7654
2024-03-15 21:00,0,43.122,0.004,6.52,1008.10736
2024-03-15 22:00,0,43.562,0.004,6.01,1008.28827
2024-03-15 23:00,0,47.196,0.004,5.349,1008.51105
2024-03-16 0:00,0,48.099,0.004,4.906,1008.5433
2024-03-16 1:00,0,50.898,0.004,4.047,1008.6536
2024-03-16 2:00,0,51.541,0.004,3.462,1008.5308
2024-03-16 3:00,0,52.531,0.004,3.142,1008.3508
2024-03-16 4:00,0,53.216,0.004,2.951,1008.01526
2024-03-16 5:00,0,53.898,0.004,2.65,1007.7185
2024-03-16 6:00,0,55.034,0.004,2.382,1007.60736
2024-03-16 7:00,18.717,55.261,0.004,4.333,1007.5938
2024-03-16 8:00,173.935,52.615,0.004,7.357,1007.5934
2024-03-16 9:00,375.954,45.873,0.004,11.045,1007.49
2024-03-16 10:00,561.224,38.439,0.004,14.999,1006.9975
2024-03-16 11:00,715.741,31.448,0.004,18.611,1006.3256
2024-03-16 12:00,805.82,29.65,0.004,21.838,1005.4931
2024-03-16 13:00,827.315,29.226,0.004,21.708,1004.6769
2024-03-16 14:00,741.158,29.962,0.004,21.141,1003.9485
2024-03-16 15:00,620.587,27.24,0.004,20.02,1003.315
2024-03-16 16:00,430.877,27.639,0.004,17.819,1002.8269
2024-03-16 17:00,218.001,29.866,0.004,15.367,1002.55426
2024-03-16 18:00,60.414,34.743,0.004,12.641,1002.59436
2024-03-16 19:00,0,37.242,0.004,10.941,1002.7259
2024-03-16 20:00,0,39.232,0.004,9.505,1002.8661
2024-03-16 21:00,0,39.893,0.004,8.257,1002.931
2024-03-16 22:00,0,40.096,0.004,7.633,1002.74225
2024-03-16 23:00,0,42.236,0.004,7.657,1002.7623
2024-03-17 0:00,0,42.274,0.003,6.984,1002.6119
2024-03-17 1:00,0,41.809,0.004,7.573,1001.93964
2024-03-17 2:00,0,42.31,0.004,7.36,1001.3414
2024-03-17 3:00,0,44.741,0.004,7.33,1000.8467
2024-03-17 4:00,0,48.524,0.005,7.388,1000.5596
2024-03-17 5:00,0,55.508,0.005,7.799,1000.17334
2024-03-17 6:00,0,60.746,0.006,8.056,1000.0224
2024-03-17 7:00,15.456,63.912,0.006,8.352,1000.44916
2024-03-17 8:00,60.526,61.972,0.006,9.155,1000.699
2024-03-17 9:00,125.99,51.134,0.005,10.103,1001.09827
2024-03-17 10:00,363.157,33.154,0.004,11.875,1001.3011
2024-03-17 11:00,560.466,24.314,0.003,13.316,1001.36926
2024-03-17 12:00,663.982,22.442,0.003,14.373,1001.3785
2024-03-17 13:00,750.238,22.87,0.003,14.476,1001.1918
2024-03-17 14:00,692.134,21.238,0.003,14.066,1001.12933
2024-03-17 15:00,544.013,22.674,0.003,13.228,1001.16003
2024-03-17 16:00,411.45,24.195,0.003,11.273,1001.4168
2024-03-17 17:00,253.599,25.674,0.003,9.221,1001.71857
2024-03-17 18:00,75.831,28.38,0.003,7.068,1002.17206
2024-03-17 19:00,0,29.924,0.003,5.786,1002.8566
2024-03-17 20:00,0,31.593,0.003,4.952,1003.52783
2024-03-17 21:00,0,33.766,0.003,4.203,1004.29144
2024-03-17 22:00,0,35.433,0.003,3.627,1004.85516
2024-03-17 23:00,0,35.591,0.003,3.059,1005.26904
2024-03-18 0:00,0,36.205,0.003,2.416,1005.51776
2024-03-18 1:00,0,25.957,0.002,2.445,1005.8184
2024-03-18 2:00,0,27.703,0.002,1.835,1005.90216
2024-03-18 3:00,0,32.811,0.002,1.047,1006.0631
2024-03-18 4:00,0,31.549,0.002,0.507,1006.11194
2024-03-18 5:00,0,34.412,0.002,0.048,1006.1925
2024-03-18 6:00,0,39.158,0.002,-0.37,1006.41846
2024-03-18 7:00,25.16,41.419,0.002,1.608,1006.83636
2024-03-18 8:00,212.868,32.348,0.002,5.202,1007.2493
2024-03-18 9:00,410.812,27.908,0.002,8.866,1007.5455
2024-03-18 10:00,597.243,24.437,0.002,11.751,1007.38684
2024-03-18 11:00,731.65,20.72,0.002,14.354,1007.1259
2024-03-18 12:00,780.075,19.222,0.002,16.623,1006.6391
2024-03-18 13:00,828.83,18.637,0.002,16.998,1005.96484
2024-03-18 14:00,740.644,17.959,0.002,16.82,1005.34955
2024-03-18 15:00,607.556,17.246,0.002,16.307,1004.7937
2024-03-18 16:00,435.156,16.998,0.002,14.016,1004.4413
2024-03-18 17:00,235.721,18.123,0.002,11.73,1004.2679
2024-03-18 18:00,70.915,19.841,0.002,9.038,1004.3024
2024-03-18 19:00,0,23.239,0.002,7.234,1004.5134
2024-03-18 20:00,0,27.751,0.003,5.989,1004.7511
2024-03-18 21:00,0,35.325,0.003,5.011,1004.93835
2024-03-18 22:00,0,40.136,0.003,4.519,1004.9099
2024-03-18 23:00,0,39.003,0.003,3.975,1004.9192
2024-03-19 0:00,0,41.088,0.003,3.38,1004.739
2024-03-19 1:00,0,41.685,0.003,4.854,1003.6968
2024-03-19 2:00,0,41.147,0.003,4.929,1003.2413
2024-03-19 3:00,0,42.864,0.003,4.722,1002.8092
2024-03-19 4:00,0,45.62,0.003,4.145,1002.054
2024-03-19 5:00,0,48.301,0.003,4.07,1001.48096
2024-03-19 6:00,0,48.753,0.003,3.971,1001.0614
2024-03-19 7:00,24.352,45.796,0.003,4.959,1000.5673
2024-03-19 8:00,128.386,44.03,0.003,7.024,999.9739
2024-03-19 9:00,242.168,43.084,0.004,9.124,998.8548
2024-03-19 10:00,338.823,40.648,0.004,10.778,997.9388
2024-03-19 11:00,378.788,43.929,0.004,10.567,997.47723
2024-03-19 12:00,393.296,41.029,0.005,11.507,996.5429
2024-03-19 13:00,554.936,34.166,0.004,13.786,996.0214
2024-03-19 14:00,625.487,30.225,0.004,13.914,995.5391
2024-03-19 15:00,554.116,33.784,0.004,13.187,995.483
2024-03-19 16:00,377.272,35.044,0.004,11.045,995.9804
2024-03-19 17:00,238.759,31.691,0.004,8.946,996.51624
2024-03-19 18:00,77.811,34.96,0.004,6.483,997.2431
2024-03-19 19:00,0,37.779,0.003,5.179,998.0124
2024-03-19 20:00,0,37.344,0.003,4.422,998.79047
2024-03-19 21:00,0,42.564,0.003,3.777,999.4222
2024-03-19 22:00,0,42.743,0.003,3.319,999.67236
2024-03-19 23:00,0,40.837,0.003,2.878,999.80414
2024-03-20 0:00,0,40.655,0.003,2.533,999.92255
2024-03-20 1:00,0,39.371,0.003,2.418,999.311
2024-03-20 2:00,0,35.358,0.003,2.224,999.3406
2024-03-20 3:00,0,40.471,0.003,2.083,999.60834
2024-03-20 4:00,0,40.826,0.003,1.768,999.94196
2024-03-20 5:00,0,40.771,0.003,1.494,1000.33936
2024-03-20 6:00,0,40.29,0.003,1.247,1000.82324
2024-03-20 7:00,31.427,39.849,0.003,2.203,1001.51355
2024-03-20 8:00,220.776,36.284,0.002,4.192,1002.2571
2024-03-20 9:00,432.741,29.005,0.002,6.299,1002.9193
2024-03-20 10:00,613.57,24.788,0.002,8.346,1003.10895
2024-03-20 11:00,750.266,22.159,0.002,10.224,1003.10547
2024-03-20 12:00,844.978,20.384,0.002,11.821,1003.00543
2024-03-20 13:00,858.441,19.72,0.002,12,1002.6697
2024-03-20 14:00,797.182,18.625,0.002,11.883,1002.3458
2024-03-20 15:00,670.156,17.83,0.002,11.393,1002.14716
2024-03-20 16:00,506.731,17.278,0.002,9.623,1002.2359
2024-03-20 17:00,300.048,18.809,0.002,7.552,1002.39294
2024-03-20 18:00,88.057,21.33,0.002,5.149,1002.6764
2024-03-20 19:00,0,25.762,0.002,3.625,1003.20905
2024-03-20 20:00,0,30.526,0.002,2.585,1003.6694
2024-03-20 21:00,0,34.222,0.002,1.657,1004.0681
2024-03-20 22:00,0,35.992,0.002,1.198,1004.19196
2024-03-20 23:00,0,38.036,0.002,0.768,1004.3346
2024-03-21 0:00,0,40.552,0.003,0.359,1004.4597
2024-03-21 1:00,0,42.389,0.003,-0.225,1004.10425
2024-03-21 2:00,0,43.981,0.003,-0.463,1003.8724
2024-03-21 3:00,0,45.481,0.003,-0.731,1003.4209
2024-03-21 4:00,0,46.636,0.003,-0.852,1003.18286
2024-03-21 5:00,0,47.428,0.003,-0.949,1003.0873
2024-03-21 6:00,0,47.694,0.003,-1.016,1003.08746
2024-03-21 7:00,35.704,47.101,0.003,0.942,1003.1836
2024-03-21 8:00,221.084,42.005,0.003,4.285,1003.22485
2024-03-21 9:00,417.284,37.722,0.003,7.685,1003.36176
2024-03-21 10:00,578.99,31.951,0.003,10.447,1003.2048
2024-03-21 11:00,729.301,30.879,0.002,12.82,1002.8876
2024-03-21 12:00,813.879,28.462,0.002,14.95,1002.4283
2024-03-21 13:00,834.31,23.858,0.002,15.524,1001.7659
2024-03-21 14:00,777.217,20.993,0.002,15.422,1001.1404
2024-03-21 15:00,658.214,21.691,0.002,14.895,1000.5799
2024-03-21 16:00,492.053,22.166,0.002,12.925,1000.3302
2024-03-21 17:00,280.17,23.742,0.002,10.606,1000.171
2024-03-21 18:00,88.255,26.639,0.003,7.925,1000.1471
2024-03-21 19:00,0,31.18,0.003,5.88,1000.46295
2024-03-21 20:00,0,34.72,0.003,4.55,1000.9513
2024-03-21 21:00,0,40.06,0.003,3.287,1001.46826
2024-03-21 22:00,0,44.505,0.003,2.655,1001.7481
2024-03-21 23:00,0,47.822,0.003,2.208,1002.02
2024-03-22 0:00,0,49.155,0.003,1.68,1002.1495
2024-03-22 1:00,0,46.693,0.003,2.236,1001.6065
2024-03-22 2:00,0,49.606,0.003,2.267,1001.4891
2024-03-22 3:00,0,52.939,0.003,2.147,1001.2016
2024-03-22 4:00,0,53.624,0.003,1.883,1000.7356
2024-03-22 5:00,0,47.716,0.003,1.469,1000.5056
2024-03-22 6:00,0,47.059,0.003,1.264,1000.46985
2024-03-22 7:00,33.627,44.6,0.003,3.049,1000.2156
2024-03-22 8:00,160.703,39.84,0.003,5.89,999.86365
2024-03-22 9:00,337.193,36.147,0.003,9.022,999.4125
2024-03-22 10:00,485.573,30.691,0.003,12.436,998.73505
2024-03-22 11:00,601.391,30.389,0.004,15.401,998.01324
2024-03-22 12:00,672.78,27.089,0.004,18.062,997.0783
2024-03-22 13:00,634.654,29.277,0.004,18.714,996.1874
2024-03-22 14:00,508.206,29.457,0.004,18.341,994.9685
2024-03-22 15:00,363.483,30.753,0.004,16.913,993.8203
2024-03-22 16:00,266.684,35.656,0.004,15.095,993.0448
2024-03-22 17:00,141.352,37.263,0.004,13.563,992.6592
2024-03-22 18:00,38.861,42.367,0.005,12.154,992.1516
2024-03-22 19:00,0,47.07,0.005,11.81,992.32477
2024-03-22 20:00,0,52.392,0.006,11.529,992.8609
2024-03-22 21:00,0,57.046,0.007,11.317,993.44617
2024-03-22 22:00,0,58.734,0.007,11.436,993.59454
2024-03-22 23:00,0,60.222,0.007,11.481,993.75824
2024-03-23 0:00,0,62.221,0.008,11.296,993.8964
2024-03-23 1:00,0,63.528,0.008,11.13,994.4745
2024-03-23 2:00,0,62.916,0.008,10.893,994.6472
2024-03-23 3:00,0,60.925,0.008,10.682,994.79596
2024-03-23 4:00,0,59.014,0.007,10.08,995.3365
2024-03-23 5:00,0,58.301,0.007,9.506,996.0747
2024-03-23 6:00,0,56.955,0.007,9.56,997.0246
2024-03-23 7:00,32.583,56.574,0.007,10.616,997.85406
2024-03-23 8:00,171.256,52.998,0.007,12.323,998.59485
2024-03-23 9:00,323.568,48.435,0.006,14.898,999.3373
2024-03-23 10:00,564.579,43.892,0.006,18.358,999.7514
2024-03-23 11:00,724.37,38.03,0.006,21.505,1000.0142
2024-03-23 12:00,831.176,35.487,0.006,24.212,1000.035
2024-03-23 13:00,862.525,30.927,0.005,24.495,999.75574
2024-03-23 14:00,803.164,21.42,0.004,24.078,999.3398
2024-03-23 15:00,677.826,20.457,0.004,23.266,998.9554
2024-03-23 16:00,451.954,20.325,0.004,20.936,998.9794
2024-03-23 17:00,254.479,21.41,0.004,18.338,999.19574
2024-03-23 18:00,81.317,24.345,0.004,15.494,999.3923
2024-03-23 19:00,0,28.732,0.005,13.74,1000.0303
2024-03-23 20:00,0,33.815,0.005,12.519,1000.78937
2024-03-23 21:00,0,40.921,0.005,11.045,1001.2452
2024-03-23 22:00,0,40.026,0.005,10.432,1001.0957
2024-03-23 23:00,0,40.513,0.005,9.792,1000.98785
2024-03-24 0:00,0,41.365,0.005,9.313,1000.6154
2024-03-24 1:00,0,49.039,0.005,8.681,999.9812
2024-03-24 2:00,0,49.178,0.005,8.256,999.62946
2024-03-24 3:00,0,50.298,0.005,8.089,999.4486
2024-03-24 4:00,0,50.776,0.005,8.154,999.5599
2024-03-24 5:00,0,53.755,0.005,8.264,999.6826
2024-03-24 6:00,0,61.371,0.006,8.644,999.88574
2024-03-24 7:00,16.937,62.695,0.006,9.655,1000.2716
2024-03-24 8:00,58.45,61.547,0.006,10.705,1000.68463
2024-03-24 9:00,90.634,59.928,0.006,11.794,1000.94403
2024-03-24 10:00,116.511,58.731,0.006,12.464,1000.89905
2024-03-24 11:00,111.781,58.125,0.006,12.731,1000.8618
2024-03-24 12:00,131.778,57.799,0.006,12.914,1000.7562
2024-03-24 13:00,136.545,56.492,0.006,12.93,1000.31366
2024-03-24 14:00,144.137,53.916,0.006,13.171,999.67316
2024-03-24 15:00,122.191,51.751,0.006,12.939,998.90027
2024-03-24 16:00,128.258,50.893,0.006,12.422,998.7184
2024-03-24 17:00,68.941,54.261,0.006,11.826,998.70245
2024-03-24 18:00,47.786,56.266,0.006,11.145,998.9788
2024-03-24 19:00,0,58.745,0.006,10.808,999.4286
2024-03-24 20:00,0,57.008,0.006,10.477,1000.2978
2024-03-24 21:00,0,57.403,0.006,10.172,1000.7939
2024-03-24 22:00,0,58.274,0.006,9.88,1000.9604
2024-03-24 23:00,0,59.778,0.006,9.681,1000.9954
2024-03-25 0:00,0,59.962,0.006,9.528,1001.2225
2024-03-25 1:00,0,55.432,0.005,9.914,1001.06573
2024-03-25 2:00,0,56.145,0.005,9.839,1000.74524
2024-03-25 3:00,0,56.094,0.005,9.707,1000.2537
2024-03-25 4:00,0,56.623,0.005,9.621,1000.129
2024-03-25 5:00,0,56.116,0.005,9.53,1000.166
2024-03-25 6:00,0,56.455,0.005,9.398,1000.43384
2024-03-25 7:00,15.731,57.906,0.005,9.835,1000.4913
2024-03-25 8:00,36.559,57.613,0.005,10.319,1001.06854
2024-03-25 9:00,102.101,55.758,0.005,11.3,1001.04584
2024-03-25 10:00,193.084,54.12,0.005,12.433,1000.6458
2024-03-25 11:00,188.972,53.316,0.005,12.722,1000.64526
2024-03-25 12:00,213.318,53.23,0.005,13.558,1000.2138
2024-03-25 13:00,183.116,54.317,0.005,12.229,999.7298
2024-03-25 14:00,148.725,53.507,0.005,11.847,999.3346
2024-03-25 15:00,87.109,52.757,0.005,11.399,998.9145
2024-03-25 16:00,57.239,53.206,0.005,11.003,998.48914
2024-03-25 17:00,30.67,53.667,0.005,10.583,998.54956
2024-03-25 18:00,14.392,54.126,0.005,10.141,998.9333
2024-03-25 19:00,0,70.402,0.006,8.898,999.03644
2024-03-25 20:00,0,73.688,0.006,8.469,999.0729
2024-03-25 21:00,0,72.923,0.006,8.08,999.3649
2024-03-25 22:00,0,73.254,0.006,7.781,999.3412
2024-03-25 23:00,0,73.598,0.006,7.579,999.16644
2024-03-26 0:00,0,73.053,0.006,7.193,998.90845
2024-03-26 1:00,0,69.853,0.005,6.655,995.8917
2024-03-26 2:00,0,73.007,0.006,6.428,995.85925
2024-03-26 3:00,0,73.131,0.005,6.275,995.7351
2024-03-26 4:00,0,72.281,0.005,6.055,996.055
2024-03-26 5:00,0,71.625,0.005,5.719,996.91376
2024-03-26 6:00,0,70.721,0.005,5.456,998.2439
2024-03-26 7:00,7.359,68.921,0.005,5.516,999.3936
2024-03-26 8:00,29.128,67.368,0.005,5.748,1000.1778
2024-03-26 9:00,62.363,66.003,0.005,5.968,1000.719
2024-03-26 10:00,148.615,63.162,0.005,7.192,1001.5233
2024-03-26 11:00,218.281,59.926,0.005,8.595,1002.23016
2024-03-26 12:00,332.6,55.579,0.005,10.193,1002.7412
2024-03-26 13:00,412.799,50.297,0.005,11.558,1002.9618
2024-03-26 14:00,502.235,47.55,0.005,12.768,1003.14453
2024-03-26 15:00,474.359,45.002,0.005,13.275,1003.12933
2024-03-26 16:00,393.392,43.391,0.005,12.494,1003.4051
2024-03-26 17:00,215.341,42.733,0.005,11.04,1003.98413
2024-03-26 18:00,66.285,44.494,0.005,9.754,1004.3649
2024-03-26 19:00,0,50.147,0.005,8.222,1004.8933
2024-03-26 20:00,0,51.852,0.005,7.127,1005.57654
2024-03-26 21:00,0,52.641,0.005,6.281,1006.16034
2024-03-26 22:00,0,53.919,0.005,5.758,1006.5438
2024-03-26 23:00,0,54.987,0.005,5.159,1006.8988
2024-03-27 0:00,0,55.972,0.005,4.64,1007.17426
2024-03-27 1:00,0,57.536,0.005,4.327,1007.5376
2024-03-27 2:00,0,58.979,0.005,3.96,1007.6156
2024-03-27 3:00,0,58.902,0.005,3.632,1007.59985
2024-03-27 4:00,0,59.337,0.005,3.423,1007.72437
2024-03-27 5:00,0,60.003,0.005,3.324,1008.0989
2024-03-27 6:00,0,60.301,0.005,3.234,1008.38025
2024-03-27 7:00,52.764,61.028,0.005,5.206,1008.67566
2024-03-27 8:00,174.191,61.113,0.005,7.623,1008.8926
2024-03-27 9:00,325.248,58.768,0.005,10.443,1009.05963
2024-03-27 10:00,524.746,53.646,0.005,14.064,1008.8108
2024-03-27 11:00,709.118,47.468,0.005,17.258,1008.3546
2024-03-27 12:00,773.189,42.299,0.005,19.959,1007.7076
2024-03-27 13:00,763.394,39.957,0.005,20.172,1007.02924
2024-03-27 14:00,693.841,38.751,0.005,19.929,1006.2676
2024-03-27 15:00,560.645,36.692,0.005,19.163,1005.6052
2024-03-27 16:00,369.284,38.919,0.005,16.869,1005.17236
2024-03-27 17:00,179.12,41.738,0.006,14.621,1004.8609
2024-03-27 18:00,44.88,46.026,0.006,12.337,1004.76184
2024-03-27 19:00,0,50.382,0.006,11.164,1005.06476
2024-03-27 20:00,0,51.979,0.006,10.312,1005.4084
2024-03-27 21:00,0,55.873,0.006,9.629,1005.49225
2024-03-27 22:00,0,61.982,0.006,9.3,1004.96686
2024-03-27 23:00,0,61.841,0.006,8.897,1004.2505
2024-03-28 0:00,0,63.64,0.006,8.654,1003.7757
2024-03-28 1:00,0,63.729,0.006,8.617,1002.61005
2024-03-28 2:00,0,65.998,0.006,8.613,1001.95825
2024-03-28 3:00,0,67.289,0.006,8.604,1001.1941
2024-03-28 4:00,0,66.814,0.006,8.533,1000.4165
2024-03-28 5:00,0,68.879,0.006,8.221,1000.05743
2024-03-28 6:00,0,68.27,0.006,7.898,999.247
2024-03-28 7:00,23.156,68.88,0.006,8.833,998.593
2024-03-28 8:00,47.875,67.087,0.006,9.937,997.9769
2024-03-28 9:00,83.229,67.345,0.006,10.902,997.5976
2024-03-28 10:00,121.318,68.076,0.006,11.103,996.73334
2024-03-28 11:00,156.348,68.742,0.006,11.484,996.10095
2024-03-28 12:00,168.599,69.219,0.006,11.695,995.3676
2024-03-28 13:00,169.643,68.037,0.006,11.528,994.4743
2024-03-28 14:00,134.838,67.093,0.007,11.137,993.74603
2024-03-28 15:00,96.5,66.554,0.007,10.821,992.9826
2024-03-28 16:00,79.146,65.83,0.007,10.761,992.4595
2024-03-28 17:00,71.08,65.272,0.007,10.567,991.9963
2024-03-28 18:00,28.256,63.933,0.007,10.172,991.93066
2024-03-28 19:00,0,63.524,0.007,9.957,992.27094
2024-03-28 20:00,0,63.585,0.007,9.82,992.68066
2024-03-28 21:00,0,62.57,0.007,9.623,993.0904
2024-03-28 22:00,0,59.252,0.007,8.915,993.26355
2024-03-28 23:00,0,56.922,0.006,7.456,993.4392
2024-03-29 0:00,0,55.441,0.006,6.7,993.547
2024-03-29 1:00,0,53.112,0.006,6.317,991.96106
2024-03-29 2:00,0,52.081,0.005,5.303,991.7067
2024-03-29 3:00,0,52.075,0.005,4.44,991.363
2024-03-29 4:00,0,52.764,0.005,4.162,990.56555
2024-03-29 5:00,0,53.474,0.005,3.817,989.8647
2024-03-29 6:00,0,57.38,0.005,3.805,989.43604
2024-03-29 7:00,41.729,60.246,0.005,5.471,989.575
2024-03-29 8:00,107.607,61.326,0.005,7.267,989.4528
2024-03-29 9:00,212.172,62.039,0.005,9.379,988.984
2024-03-29 10:00,266.641,59.799,0.006,9.836,988.84485
2024-03-29 11:00,286.479,60.134,0.006,9.866,989.0028
2024-03-29 12:00,269.855,60.927,0.007,10.47,988.9612
2024-03-29 13:00,368.414,57.693,0.007,11.733,989.305
2024-03-29 14:00,468.317,50.822,0.006,13.725,989.80554
2024-03-29 15:00,522.808,41.226,0.005,14.778,990.39185
2024-03-29 16:00,459.095,35.137,0.004,13.217,991.08484
2024-03-29 17:00,273.591,34.319,0.004,11.132,991.83044
2024-03-29 18:00,104.333,35.791,0.004,8.766,992.76843
2024-03-29 19:00,0,41.262,0.004,6.981,994.03094
2024-03-29 20:00,0,46.883,0.004,5.601,995.29315
2024-03-29 21:00,0,48.095,0.004,4.58,996.37054
2024-03-29 22:00,0,48.901,0.004,4.165,997.21643
2024-03-29 23:00,0,48.897,0.004,3.702,997.9086
2024-03-30 0:00,0,47.647,0.004,3.214,998.39526
2024-03-30 1:00,0,42.554,0.004,3.345,997.69495
2024-03-30 2:00,0,42.737,0.004,3.131,997.4713
2024-03-30 3:00,0,43.393,0.004,2.959,997.0784
2024-03-30 4:00,0,44.653,0.004,2.677,996.8791
2024-03-30 5:00,0,48.532,0.004,2.373,996.7789
2024-03-30 6:00,0,52.105,0.004,2.041,996.7368
2024-03-30 7:00,71.963,52.693,0.004,3.912,996.7472
2024-03-30 8:00,229.543,49.736,0.004,6.726,996.8409
2024-03-30 9:00,381.115,43.862,0.003,9.763,996.8459
2024-03-30 10:00,499.131,38.903,0.003,11.295,996.7774
2024-03-30 11:00,610.895,37.61,0.004,12.531,996.4085
2024-03-30 12:00,576.655,37.293,0.004,13.189,995.80524
2024-03-30 13:00,557.883,32.506,0.004,13.426,995.16656
2024-03-30 14:00,516.445,26.903,0.004,13.987,994.39734
2024-03-30 15:00,341.247,43.205,0.005,14.439,994.02594
2024-03-30 16:00,222.286,40.675,0.005,12.252,994.51575
2024-03-30 17:00,180.467,35.101,0.005,10.984,995.0654
2024-03-30 18:00,87.06,35.096,0.005,9.577,995.7317
2024-03-30 19:00,0,37.864,0.005,7.647,996.5146
2024-03-30 20:00,0,40.635,0.005,6.371,997.31696
2024-03-30 21:00,0,44.239,0.005,5.195,998.0502
2024-03-30 22:00,0,45.55,0.005,4.627,998.4347
2024-03-30 23:00,0,44.063,0.004,4.056,998.74
2024-03-31 0:00,0,39.931,0.004,3.529,998.8839
2024-03-31 1:00,0,37.293,0.004,3.959,999.17804
2024-03-31 2:00,0,38.229,0.004,3.289,999.1867
2024-03-31 3:00,0,38.925,0.003,2.708,999.009
2024-03-31 4:00,0,40.742,0.003,2.307,998.8622
2024-03-31 5:00,0,43.074,0.003,1.942,998.7589
2024-03-31 6:00,0,44.276,0.003,1.603,998.7942
2024-03-31 7:00,80.043,45.954,0.003,4.092,999.2059
2024-03-31 8:00,284.854,40.013,0.003,7.532,999.24756
2024-03-31 9:00,480.113,35.501,0.003,10.836,998.9207
2024-03-31 10:00,655.359,29.248,0.003,13.482,998.6714
2024-03-31 11:00,768.414,26.572,0.003,15.91,998.0733
2024-03-31 12:00,850.505,25.794,0.003,18.143,997.397
2024-03-31 13:00,862.22,25.583,0.003,18.809,996.4276
2024-03-31 14:00,808.284,25.846,0.003,19.151,995.6568
2024-03-31 15:00,679.044,26.348,0.003,19.094,994.8126
2024-03-31 16:00,518.755,26.899,0.004,17.476,994.5056
2024-03-31 17:00,308.607,27.904,0.004,15.461,994.2822
2024-03-31 18:00,107.028,37.818,0.005,13.214,994.3308
2024-03-31 19:00,0,38.699,0.005,10.671,994.7001
2024-03-31 20:00,0,38.94,0.004,9.19,995.18567
2024-03-31 21:00,0,45.179,0.004,7.789,995.62964
2024-03-31 22:00,0,45.33,0.004,7.127,995.83105
2024-03-31 23:00,0,45.056,0.004,6.538,996.07794
2024-04-01 0:00,0,42.749,0.004,6.008,996.4676
2024-04-01 1:00,0,43.852,0.004,5.845,996.45874
2024-04-01 2:00,0,42.092,0.004,5.331,996.5629
2024-04-01 3:00,0,40.381,0.004,4.904,996.5924
2024-04-01 4:00,0,42.431,0.004,4.609,996.8057
2024-04-01 5:00,0,44.407,0.004,4.222,997.2929
2024-04-01 6:00,0,43.139,0.004,3.882,998.05396
2024-04-01 7:00,79.853,38.876,0.003,6.247,998.9867
2024-04-01 8:00,270.665,36.001,0.003,9.467,999.7799
2024-04-01 9:00,467.018,34.452,0.003,12.663,1000.47595
2024-04-01 10:00,639.883,29.293,0.003,15.097,1000.73456
2024-04-01 11:00,768.184,27.675,0.003,17.292,1000.6074
2024-04-01 12:00,845.724,26.005,0.003,19.129,1000.25214
2024-04-01 13:00,855.168,24.025,0.003,19.47,1000.0376
2024-04-01 14:00,784.829,21.75,0.003,19.399,1000.0407
2024-04-01 15:00,667.701,22.263,0.003,19.245,999.97943
2024-04-01 16:00,512.412,22.409,0.003,17.519,999.90784
2024-04-01 17:00,305.062,24.416,0.003,15.566,999.8153
2024-04-01 18:00,112.962,28.02,0.004,13.158,999.67444
2024-04-01 19:00,0,34.949,0.004,10.983,999.8533
2024-04-01 20:00,0,38.676,0.004,9.644,1000.3497
2024-04-01 21:00,0,45.94,0.004,8.383,1000.7346
2024-04-01 22:00,0,44.144,0.004,7.872,1000.8684
2024-04-01 23:00,0,45.37,0.004,7.395,1000.9375
2024-04-02 0:00,0,44.631,0.004,6.946,1000.8422
2024-04-02 1:00,0,46.336,0.005,7.828,998.8049
2024-04-02 2:00,0,47.929,0.005,7.494,998.74774
2024-04-02 3:00,0,49.381,0.005,7.142,998.60486
2024-04-02 4:00,0,48.722,0.005,6.847,998.8563
2024-04-02 5:00,0,48.789,0.005,6.581,999.0667
2024-04-02 6:00,0,47.748,0.005,6.492,999.2004
2024-04-02 7:00,73.697,47.736,0.005,8.935,999.1358
2024-04-02 8:00,203.496,44.061,0.005,12.176,998.9915
2024-04-02 9:00,385.996,40.155,0.005,15.482,998.8961
2024-04-02 10:00,487.144,36.33,0.005,17.558,998.9965
