기상관측일시,습도(%),기온(degC),대기압(mmHg)
2024-03-16 7:00,79.30,2.55,762.78701
2024-03-16 8:00,71.97,5.38,762.97929
2024-03-16 9:00,65.08,7.54,762.84382
2024-03-16 10:00,54.87,10.13,762.29938
2024-03-16 11:00,41.75,13.11,761.53885
2024-03-16 12:00,37.00,15.05,760.32294
2024-03-16 13:00,33.66,16.63,759.47110
2024-03-16 14:00,19.48,18.91,758.78248
2024-03-16 15:00,13.86,19.39,758.13545
2024-03-16 16:00,16.02,19.22,757.83758
2024-03-16 17:00,22.88,18.18,757.93338
2024-03-16 18:00,32.57,16.84,757.96943
2024-03-16 19:00,31.46,15.95,758.33336
2024-03-16 20:00,29.95,15.26,758.46262
2024-03-16 21:00,26.13,14.56,758.46989
2024-03-16 22:00,23.00,13.53,758.66576
2024-03-16 23:00,24.90,12.70,758.53929
2024-03-17 0:00,38.34,11.89,758.21393
2024-03-17 1:00,50.00,11.41,757.93179
2024-03-17 2:00,52.93,11.59,757.66703
2024-03-17 3:00,58.50,11.54,757.20452
2024-03-17 4:00,63.17,11.46,756.81633
2024-03-17 5:00,65.96,11.00,756.76830
2024-03-17 6:00,68.00,11.06,756.63950
2024-03-17 7:00,72.10,10.98,756.99272
2024-03-17 8:00,75.89,11.05,757.10109
2024-03-17 9:00,70.56,12.32,756.82057
2024-03-17 10:00,61.42,13.63,756.82722
2024-03-17 11:00,53.60,13.04,756.85507
2024-03-17 12:00,40.81,13.74,756.55274
2024-03-17 13:00,37.83,13.28,756.36650
2024-03-17 14:00,35.42,13.63,756.19779
2024-03-17 15:00,32.05,13.33,756.50506
2024-03-17 16:00,32.41,12.36,756.72464
2024-03-17 17:00,34.06,10.54,756.82826
2024-03-17 18:00,38.65,9.38,757.48955
2024-03-17 19:00,41.20,9.10,758.48985
2024-03-17 20:00,42.57,8.17,759.13707
2024-03-17 21:00,44.09,7.47,759.78248
2024-03-17 22:00,44.43,6.78,760.09767
2024-03-17 23:00,45.08,6.14,760.39903
2024-03-18 0:00,44.62,5.77,760.86038
2024-03-18 1:00,49.06,4.91,761.04498
2024-03-18 2:00,62.42,3.02,761.14249
2024-03-18 3:00,66.24,2.33,761.33639
2024-03-18 4:00,67.22,1.70,761.62268
2024-03-18 5:00,65.49,1.29,761.94166
2024-03-18 6:00,70.45,0.70,762.26924
2024-03-18 7:00,68.83,1.36,762.72034
2024-03-18 8:00,54.98,4.07,763.03028
2024-03-18 9:00,39.75,6.10,762.93501
2024-03-18 10:00,31.09,7.71,762.59420
2024-03-18 11:00,26.62,9.42,762.14366
2024-03-18 12:00,22.67,10.96,761.38849
2024-03-18 13:00,18.09,12.27,760.43688
2024-03-18 14:00,13.59,13.63,759.56775
2024-03-18 15:00,14.82,14.54,759.24192
2024-03-18 16:00,12.76,14.72,758.94815
2024-03-18 17:00,15.84,14.63,758.95683
2024-03-18 18:00,19.71,13.64,759.20121
2024-03-18 19:00,24.88,11.42,759.68327
2024-03-18 20:00,28.23,9.78,759.95849
2024-03-18 21:00,29.91,8.80,760.29087
2024-03-18 22:00,30.80,8.27,760.12813
2024-03-18 23:00,40.06,7.33,759.90909
2024-03-19 0:00,39.70,7.18,759.86112
2024-03-19 1:00,46.07,7.23,759.76245
2024-03-19 2:00,52.94,6.93,759.65025
2024-03-19 3:00,56.11,6.77,759.49014
2024-03-19 4:00,55.44,6.58,759.20019
2024-03-19 5:00,53.15,6.74,759.19124
2024-03-19 6:00,53.11,6.67,758.96998
2024-03-19 7:00,56.60,6.49,758.57192
2024-03-19 8:00,58.42,7.05,758.44842
2024-03-19 9:00,63.62,7.91,757.72880
2024-03-19 10:00,58.84,9.79,756.48463
2024-03-19 11:00,54.24,11.11,755.84558
2024-03-19 12:00,57.77,10.99,755.52223
2024-03-19 13:00,54.54,11.65,754.91595
2024-03-19 14:00,46.74,12.63,754.12933
2024-03-19 15:00,41.17,12.97,754.01197
2024-03-19 16:00,44.20,11.61,754.60831
2024-03-19 17:00,46.20,10.04,755.30289
2024-03-19 18:00,52.74,8.14,756.27941
2024-03-19 19:00,56.68,7.30,756.91217
2024-03-19 20:00,57.10,6.84,757.51080
2024-03-19 21:00,53.18,6.64,758.03766
2024-03-19 22:00,55.14,6.36,758.32856
2024-03-19 23:00,56.05,6.06,758.29772
2024-03-20 0:00,55.57,5.67,758.03518
2024-03-20 1:00,56.04,5.14,758.16148
2024-03-20 2:00,57.96,4.65,758.41829
2024-03-20 3:00,57.62,4.44,758.57695
2024-03-20 4:00,58.08,4.27,759.03346
2024-03-20 5:00,58.48,4.08,759.49905
2024-03-20 6:00,60.92,3.58,760.04257
2024-03-20 7:00,57.44,4.44,760.68613
2024-03-20 8:00,47.53,6.86,761.04456
2024-03-20 9:00,43.41,7.24,761.42336
2024-03-20 10:00,36.59,8.16,761.26281
2024-03-20 11:00,29.30,8.35,761.09187
2024-03-20 12:00,26.94,8.67,760.65733
2024-03-20 13:00,26.44,8.97,760.04225
2024-03-20 14:00,27.82,9.07,759.50359
2024-03-20 15:00,27.48,9.19,759.44908
2024-03-20 16:00,30.40,9.05,759.44967
2024-03-20 17:00,31.52,8.27,759.45421
2024-03-20 18:00,35.18,7.11,759.71142
2024-03-20 19:00,39.17,5.96,760.03953
2024-03-20 20:00,44.19,5.00,760.45329
2024-03-20 21:00,49.25,4.17,760.74447
2024-03-20 22:00,53.83,3.58,760.75597
2024-03-20 23:00,57.20,3.12,760.61050
2024-03-21 0:00,60.75,2.46,760.52642
2024-03-21 1:00,64.74,1.63,760.38829
2024-03-21 2:00,71.01,0.62,760.27572
2024-03-21 3:00,74.38,-0.10,760.09431
2024-03-21 4:00,76.82,-0.39,759.86570
2024-03-21 5:00,79.79,-1.06,759.73415
2024-03-21 6:00,80.57,-1.45,759.86203
2024-03-21 7:00,73.27,0.10,759.88978
2024-03-21 8:00,64.79,2.42,760.04731
2024-03-21 9:00,53.42,5.49,760.09602
2024-03-21 10:00,45.18,6.80,759.95255
2024-03-21 11:00,36.21,8.19,759.61458
2024-03-21 12:00,33.65,9.22,759.02498
2024-03-21 13:00,31.39,10.12,758.28291
2024-03-21 14:00,31.02,10.85,757.70230
2024-03-21 15:00,32.47,10.94,757.30490
2024-03-21 16:00,33.61,10.95,756.94088
2024-03-21 17:00,34.24,10.74,756.88282
2024-03-21 18:00,36.85,9.82,756.85552
2024-03-21 19:00,42.74,8.62,757.10327
2024-03-21 20:00,45.37,7.59,757.39147
2024-03-21 21:00,50.23,6.20,757.53472
2024-03-21 22:00,53.53,5.29,758.01842
2024-03-21 23:00,58.64,4.70,758.51389
2024-03-22 0:00,59.26,4.39,758.45880
2024-03-22 1:00,61.23,4.41,758.48900
2024-03-22 2:00,63.95,4.04,758.24058
2024-03-22 3:00,66.98,3.33,757.82823
2024-03-22 4:00,67.54,2.89,757.67499
2024-03-22 5:00,63.81,3.42,757.46815
2024-03-22 6:00,56.76,4.39,757.45850
2024-03-22 7:00,54.83,5.13,757.31028
2024-03-22 8:00,48.53,6.73,757.13275
2024-03-22 9:00,41.29,8.85,756.73187
2024-03-22 10:00,36.71,10.73,756.29995
2024-03-22 11:00,32.76,12.93,755.67143
2024-03-22 12:00,28.71,15.19,754.79934
2024-03-22 13:00,27.07,17.11,753.63851
2024-03-22 14:00,29.15,17.13,752.68595
2024-03-22 15:00,32.47,17.09,752.30492
2024-03-22 16:00,35.59,17.00,751.88561
2024-03-22 17:00,44.48,16.25,751.70963
2024-03-22 18:00,53.47,15.17,751.76080
2024-03-22 19:00,70.32,13.16,752.18898
2024-03-22 20:00,78.52,12.04,752.20271
2024-03-22 21:00,83.30,11.66,752.32558
2024-03-22 22:00,87.01,11.59,752.33661
2024-03-22 23:00,86.97,11.80,752.14173
2024-03-23 0:00,83.90,13.13,751.97472
2024-03-23 1:00,82.55,13.80,751.96323
2024-03-23 2:00,79.33,14.39,752.15919
2024-03-23 3:00,75.98,14.40,752.50647
2024-03-23 4:00,77.05,13.74,753.09845
2024-03-23 5:00,77.01,13.19,753.94885
2024-03-23 6:00,80.50,12.38,754.48880
2024-03-23 7:00,80.74,12.29,755.11123
2024-03-23 8:00,75.37,13.54,755.82193
2024-03-23 9:00,70.99,14.15,756.34634
2024-03-23 10:00,61.34,15.22,756.74814
2024-03-23 11:00,53.43,16.60,756.82495
2024-03-23 12:00,47.76,17.49,756.71312
2024-03-23 13:00,35.74,18.48,756.19799
2024-03-23 14:00,22.02,19.44,755.55589
2024-03-23 15:00,20.38,19.61,755.22604
2024-03-23 16:00,22.74,19.64,755.12699
2024-03-23 17:00,26.52,19.33,755.25370
2024-03-23 18:00,37.00,18.60,755.66313
2024-03-23 19:00,38.31,16.95,756.34668
2024-03-23 20:00,41.74,15.57,757.02502
2024-03-23 21:00,46.47,14.34,757.02819
2024-03-23 22:00,55.24,12.57,757.19658
2024-03-23 23:00,63.41,11.09,757.23456
2024-03-24 0:00,67.21,10.32,757.18536
2024-03-24 1:00,67.21,10.21,756.95782
2024-03-24 2:00,63.83,10.71,756.64838
2024-03-24 3:00,60.93,11.44,756.42156
2024-03-24 4:00,60.59,12.14,756.65839
2024-03-24 5:00,64.32,12.71,757.00398
2024-03-24 6:00,61.79,12.89,757.44521
2024-03-24 7:00,56.71,13.52,757.71009
2024-03-24 8:00,52.45,14.13,758.04482
2024-03-24 9:00,40.30,15.41,758.45198
2024-03-24 10:00,34.48,15.81,758.46738
2024-03-24 11:00,32.88,15.92,758.29987
2024-03-24 12:00,31.54,16.58,758.02924
2024-03-24 13:00,31.91,16.95,757.24268
2024-03-24 14:00,31.15,17.48,756.49953
2024-03-24 15:00,30.84,17.81,756.08223
2024-03-24 16:00,31.01,18.07,755.68905
2024-03-24 17:00,32.03,18.11,755.47613
2024-03-24 18:00,33.98,17.78,755.89828
2024-03-24 19:00,37.28,16.82,756.23518
2024-03-24 20:00,40.16,16.02,756.76403
2024-03-24 21:00,39.57,15.16,757.05191
2024-03-24 22:00,39.61,14.16,757.39062
2024-03-24 23:00,48.25,12.96,757.76975
2024-03-25 0:00,54.89,12.11,757.63818
2024-03-25 1:00,60.34,11.43,757.13309
2024-03-25 2:00,61.57,11.26,756.77017
2024-03-25 3:00,62.65,10.93,756.49897
2024-03-25 4:00,63.78,10.66,756.06485
2024-03-25 5:00,63.87,10.72,756.39649
2024-03-25 6:00,63.99,10.77,756.49951
2024-03-25 7:00,62.54,11.16,756.82570
2024-03-25 8:00,61.18,11.51,757.33030
2024-03-25 9:00,60.12,11.79,757.18474
2024-03-25 10:00,57.84,12.53,756.67658
2024-03-25 11:00,56.94,12.92,756.09087
2024-03-25 12:00,56.77,12.95,756.24901
2024-03-25 13:00,66.02,12.14,756.35995
2024-03-25 14:00,72.83,11.12,754.82755
2024-03-25 15:00,75.80,10.58,754.99583
2024-03-25 16:00,79.79,10.34,755.26016
2024-03-25 17:00,81.61,10.34,755.50353
2024-03-25 18:00,86.12,10.09,755.72794
2024-03-25 19:00,89.38,9.49,755.98136
2024-03-25 20:00,89.26,8.82,756.09413
2024-03-25 21:00,86.70,8.36,755.83825
2024-03-25 22:00,77.48,7.85,755.73050
2024-03-25 23:00,75.92,7.39,755.19810
2024-03-26 0:00,77.55,7.30,754.59762
2024-03-26 1:00,83.97,6.89,754.08295
2024-03-26 2:00,87.59,6.70,753.95881
2024-03-26 3:00,90.85,6.44,754.17788
2024-03-26 4:00,91.01,6.19,754.49558
2024-03-26 5:00,89.10,5.63,755.07346
2024-03-26 6:00,88.99,4.90,756.25384
2024-03-26 7:00,88.90,3.80,757.26900
2024-03-26 8:00,90.48,3.39,758.03846
2024-03-26 9:00,88.69,4.02,758.76343
2024-03-26 10:00,83.44,5.29,759.29204
2024-03-26 11:00,77.68,6.53,759.76882
2024-03-26 12:00,73.48,7.51,759.98282
2024-03-26 13:00,69.02,8.44,759.88086
2024-03-26 14:00,66.22,9.19,759.67826
2024-03-26 15:00,63.85,9.94,760.03608
2024-03-26 16:00,62.46,10.22,760.09108
2024-03-26 17:00,60.94,10.50,760.33931
2024-03-26 18:00,64.64,10.01,760.59893
2024-03-26 19:00,67.27,9.36,761.22165
2024-03-26 20:00,74.02,8.62,761.93644
2024-03-26 21:00,80.92,7.64,762.29403
2024-03-26 22:00,83.39,6.86,762.55447
2024-03-26 23:00,87.73,5.87,762.63389
2024-03-27 0:00,89.91,5.23,762.90408
2024-03-27 1:00,90.77,4.78,763.08046
2024-03-27 2:00,92.12,4.16,763.09270
2024-03-27 3:00,92.46,3.65,762.84238
2024-03-27 4:00,93.37,3.43,762.91813
2024-03-27 5:00,95.50,2.95,763.24138
2024-03-27 6:00,96.71,2.58,763.41209
2024-03-27 7:00,97.12,2.57,763.44752
2024-03-27 8:00,97.10,3.75,763.60900
2024-03-27 9:00,92.06,5.45,763.63219
2024-03-27 10:00,78.36,8.52,763.49220
2024-03-27 11:00,59.80,11.76,762.85317
2024-03-27 12:00,53.59,13.82,762.16716
2024-03-27 13:00,49.71,15.27,761.43445
2024-03-27 14:00,44.67,16.30,760.94648
2024-03-27 15:00,41.89,16.83,760.77079
2024-03-27 16:00,40.65,16.99,760.42342
2024-03-27 17:00,44.71,16.57,760.13108
2024-03-27 18:00,50.93,15.47,760.17271
2024-03-27 19:00,56.68,13.87,760.14098
2024-03-27 20:00,58.81,12.86,760.13450
2024-03-27 21:00,60.16,12.41,760.03603
2024-03-27 22:00,62.80,12.13,759.89444
2024-03-27 23:00,67.09,11.31,759.28934
2024-03-28 0:00,69.93,10.89,758.86880
2024-03-28 1:00,70.78,10.74,758.15466
2024-03-28 2:00,73.82,10.46,757.40439
2024-03-28 3:00,75.06,10.19,757.06647
2024-03-28 4:00,77.58,9.96,756.80115
2024-03-28 5:00,80.28,9.48,755.92594
2024-03-28 6:00,83.90,9.33,755.30874
2024-03-28 7:00,87.69,9.17,754.81485
2024-03-28 8:00,89.94,9.27,754.40612
2024-03-28 9:00,91.69,9.29,754.09999
2024-03-28 10:00,90.88,9.49,753.57275
2024-03-28 11:00,90.37,9.78,752.84065
2024-03-28 12:00,91.48,10.02,751.95278
2024-03-28 13:00,91.84,10.01,750.95970
2024-03-28 14:00,92.34,9.98,749.97700
2024-03-28 15:00,93.51,9.95,749.20912
2024-03-28 16:00,92.83,10.00,748.90239
2024-03-28 17:00,92.41,10.05,748.60296
2024-03-28 18:00,92.89,10.18,748.62213
2024-03-28 19:00,92.37,10.24,749.05010
2024-03-28 20:00,91.81,10.32,749.45640
2024-03-28 21:00,93.84,10.24,749.99123
2024-03-28 22:00,94.10,9.87,750.21845
2024-03-28 23:00,92.61,9.58,750.58751
2024-03-29 0:00,84.72,9.76,750.76564
2024-03-29 1:00,82.93,9.06,750.64188
2024-03-29 2:00,82.83,8.26,750.54407
2024-03-29 3:00,84.32,7.45,750.63467
2024-03-29 4:00,83.43,7.45,750.16942
2024-03-29 5:00,83.03,7.33,750.24537
2024-03-29 6:00,81.11,7.14,750.28449
2024-03-29 7:00,81.88,6.79,749.17922
2024-03-29 8:00,72.56,8.62,748.37680
2024-03-29 9:00,58.57,11.13,748.25117
2024-03-29 10:00,58.03,12.44,748.66598
2024-03-29 11:00,62.79,12.69,748.49170
2024-03-29 12:00,75.35,12.17,748.69169
2024-03-29 13:00,80.31,12.82,748.45541
2024-03-29 14:00,76.91,13.62,748.58750
2024-03-29 15:00,78.13,13.47,748.95497
2024-03-29 16:00,75.63,13.28,749.38091
2024-03-29 17:00,72.65,12.96,749.97594
2024-03-29 18:00,72.09,12.11,750.67135
2024-03-29 19:00,71.02,11.41,751.52225
2024-03-29 20:00,72.09,10.59,752.78109
2024-03-29 21:00,71.18,9.72,753.84578
2024-03-29 22:00,71.87,8.87,754.71359
2024-03-29 23:00,72.51,7.98,755.01363
2024-03-30 0:00,76.23,6.81,755.32527
2024-03-30 1:00,83.95,5.19,755.77741
2024-03-30 2:00,86.73,4.19,755.81199
2024-03-30 3:00,89.57,3.40,755.54196
2024-03-30 4:00,93.07,2.51,755.12294
2024-03-30 5:00,95.12,2.22,754.76299
2024-03-30 6:00,97.07,1.87,754.50883
2024-03-30 7:00,97.73,2.65,754.72202
2024-03-30 8:00,95.61,3.86,754.84433
2024-03-30 9:00,81.73,6.75,754.41909
2024-03-30 10:00,60.16,10.00,753.83414
2024-03-30 11:00,44.96,13.33,753.20914
2024-03-30 12:00,35.37,15.84,752.27687
2024-03-30 13:00,35.33,16.43,751.59772
2024-03-30 14:00,36.98,16.37,751.04110
2024-03-30 15:00,37.52,16.54,750.54641
2024-03-30 16:00,40.77,16.93,750.46298
2024-03-30 17:00,56.10,16.98,750.96018
2024-03-30 18:00,64.47,16.29,751.60414
2024-03-30 19:00,67.53,14.25,752.49229
2024-03-30 20:00,68.74,12.72,753.53561
2024-03-30 21:00,70.81,11.65,754.28370
2024-03-30 22:00,71.06,10.70,754.91999
2024-03-30 23:00,72.67,9.64,755.24604
2024-03-31 0:00,75.37,8.51,755.56460
2024-03-31 1:00,71.77,6.99,755.88825
2024-03-31 2:00,77.72,5.59,755.85949
2024-03-31 3:00,81.94,4.60,755.47524
2024-03-31 4:00,84.38,3.82,755.45860
2024-03-31 5:00,85.44,3.18,755.63496
2024-03-31 6:00,86.43,2.79,756.02994
2024-03-31 7:00,75.33,4.75,756.10638
2024-03-31 8:00,63.71,7.93,756.14788
2024-03-31 9:00,56.47,9.62,755.80526
2024-03-31 10:00,38.31,11.52,755.25792
2024-03-31 11:00,33.47,12.90,754.55570
2024-03-31 12:00,27.85,14.48,753.75245
2024-03-31 13:00,21.83,15.30,752.81952
2024-03-31 14:00,19.94,16.14,752.29067
2024-03-31 15:00,19.38,16.69,751.79717
2024-03-31 16:00,20.79,17.06,751.48396
2024-03-31 17:00,21.79,17.16,751.50493
2024-03-31 18:00,22.70,16.92,751.41211
2024-03-31 19:00,28.80,15.77,751.45179
2024-03-31 20:00,40.89,13.40,751.98861
2024-03-31 21:00,46.40,11.53,752.72119
2024-03-31 22:00,51.62,10.23,753.15309
2024-03-31 23:00,54.76,9.20,753.66538
2024-04-01 0:00,55.96,8.77,754.23864
2024-04-01 1:00,59.05,7.86,754.52520
2024-04-01 2:00,65.17,6.47,754.42498
2024-04-01 3:00,69.43,5.35,754.35295
2024-04-01 4:00,71.16,4.99,754.48572
2024-04-01 5:00,72.00,4.59,754.81060
2024-04-01 6:00,73.58,4.07,755.72260
2024-04-01 7:00,65.80,6.39,756.37034
2024-04-01 8:00,57.49,9.13,756.72714
2024-04-01 9:00,44.92,11.07,757.11443
2024-04-01 10:00,30.98,13.48,757.33322
2024-04-01 11:00,26.45,15.16,756.99665
2024-04-01 12:00,20.93,17.54,756.17965
2024-04-01 13:00,20.31,19.03,755.42575
2024-04-01 14:00,18.09,20.20,755.02669
2024-04-01 15:00,18.51,21.00,754.94586
2024-04-01 16:00,20.51,21.18,754.90862
2024-04-01 17:00,23.55,20.89,755.01947
2024-04-01 18:00,22.27,19.86,754.82213
2024-04-01 19:00,27.19,18.14,754.96790
2024-04-01 20:00,33.75,16.51,755.01696
2024-04-01 21:00,41.46,14.16,755.24506
2024-04-01 22:00,46.26,12.71,755.37444
2024-04-01 23:00,51.91,11.24,755.54984
2024-04-02 0:00,59.54,9.67,755.72630
2024-04-02 1:00,62.82,8.54,755.94133
2024-04-02 2:00,64.82,7.79,755.99100
2024-04-02 3:00,66.68,7.16,755.86934
2024-04-02 4:00,65.92,6.52,756.11655
2024-04-02 5:00,67.40,6.25,756.12051
2024-04-02 6:00,71.04,5.86,756.14672
2024-04-02 7:00,70.53,6.12,756.31797
2024-04-02 8:00,64.96,8.58,756.29259
2024-04-02 9:00,52.89,11.93,756.16211
2024-04-02 10:00,43.75,15.41,755.97272
2024-04-02 11:00,35.68,18.44,755.52091
2024-04-02 12:00,28.18,20.73,754.76857
2024-04-02 13:00,25.82,22.52,753.88742
2024-04-02 14:00,23.71,24.11,753.30395
2024-04-02 15:00,22.29,24.33,752.66635
2024-04-02 16:00,25.98,24.41,752.47806
2024-04-02 17:00,30.07,23.86,752.13229
2024-04-02 18:00,34.37,22.92,751.73743
2024-04-02 19:00,39.37,21.49,751.57493
2024-04-02 20:00,45.01,20.31,751.73918
2024-04-02 21:00,48.73,19.41,752.03335
2024-04-02 22:00,49.49,18.94,751.99794
2024-04-02 23:00,60.19,16.64,752.14491
2024-04-03 0:00,70.65,15.12,751.73379
2024-04-03 1:00,73.23,14.87,751.26034
2024-04-03 2:00,74.95,14.53,750.68683
2024-04-03 3:00,78.22,14.27,750.14929
2024-04-03 4:00,82.23,13.86,749.61190
2024-04-03 5:00,83.99,13.73,749.45794
2024-04-03 6:00,84.42,13.87,749.49462
2024-04-03 7:00,86.24,13.82,749.54814
2024-04-03 8:00,87.31,13.94,749.21682
2024-04-03 9:00,87.80,14.21,749.04825
2024-04-03 10:00,87.97,14.42,749.44907
2024-04-03 11:00,89.98,14.51,748.98493
2024-04-03 12:00,90.21,14.81,748.41087
2024-04-03 13:00,90.30,15.06,748.09911
2024-04-03 14:00,89.95,15.21,747.84538
2024-04-03 15:00,90.86,15.28,747.73569
2024-04-03 16:00,91.97,15.21,747.99290
2024-04-03 17:00,90.31,15.20,747.96174
2024-04-03 18:00,87.79,15.08,748.35678
2024-04-03 19:00,85.42,15.07,749.71136
2024-04-03 20:00,83.29,15.06,750.72499
2024-04-03 21:00,86.11,14.74,751.44942
2024-04-03 22:00,87.99,14.37,751.75858
2024-04-03 23:00,87.23,14.36,751.86088
2024-04-04 0:00,89.92,14.03,752.06837
2024-04-04 1:00,91.81,13.67,751.71861
2024-04-04 2:00,91.74,13.61,752.03799
2024-04-04 3:00,92.46,13.18,752.37790
2024-04-04 4:00,92.62,13.12,752.84355
2024-04-04 5:00,92.67,13.07,753.25344
2024-04-04 6:00,92.05,13.14,753.86501
2024-04-04 7:00,90.63,13.60,754.50406
2024-04-04 8:00,88.35,14.25,754.98596
2024-04-04 9:00,79.57,15.53,755.18329
2024-04-04 10:00,73.78,16.40,755.32322
2024-04-04 11:00,73.00,16.04,755.67590
2024-04-04 12:00,69.96,14.81,756.16713
2024-04-04 13:00,60.03,15.26,756.14831
2024-04-04 14:00,53.99,16.06,755.71609
2024-04-04 15:00,52.78,16.49,755.48000
2024-04-04 16:00,55.81,16.42,755.66876
2024-04-04 17:00,58.72,15.95,756.04963
2024-04-04 18:00,59.68,15.51,756.46858
2024-04-04 19:00,57.94,15.18,756.99082
2024-04-04 20:00,53.54,14.81,757.81541
2024-04-04 21:00,51.53,14.38,758.44124
2024-04-04 22:00,53.01,13.74,758.63575
2024-04-04 23:00,50.56,13.21,758.81738
2024-04-05 0:00,50.81,12.58,759.02049
2024-04-05 1:00,61.87,11.44,759.19813
2024-04-05 2:00,62.06,11.26,759.08690
2024-04-05 3:00,62.38,11.09,758.99368
2024-04-05 4:00,64.89,10.79,758.89257
2024-04-05 5:00,64.48,10.78,759.01608
2024-04-05 6:00,64.27,10.85,759.24892
2024-04-05 7:00,63.33,11.14,759.49201
2024-04-05 8:00,61.53,11.57,759.80408
2024-04-05 9:00,61.10,12.04,760.10234
2024-04-05 10:00,57.48,13.21,759.92996
2024-04-05 11:00,56.56,15.08,759.60847
2024-04-05 12:00,55.60,16.22,759.10622
2024-04-05 13:00,52.82,17.31,758.53574
2024-04-05 14:00,50.14,17.87,757.92384
2024-04-05 15:00,49.41,18.08,757.55880
2024-04-05 16:00,48.56,18.04,757.40154
2024-04-05 17:00,47.60,17.87,757.58344
2024-04-05 18:00,48.63,17.43,757.81809
2024-04-05 19:00,51.67,16.30,758.34381
2024-04-05 20:00,55.57,15.19,759.15396
2024-04-05 21:00,60.54,14.25,759.79737
2024-04-05 22:00,68.35,12.79,759.78132
2024-04-05 23:00,72.81,11.74,759.65865
2024-04-06 0:00,76.56,11.19,759.71865
2024-04-06 1:00,77.91,10.72,759.74644
2024-04-06 2:00,79.63,10.16,759.70518
2024-04-06 3:00,81.07,9.70,759.69362
2024-04-06 4:00,84.67,9.04,759.60004
2024-04-06 5:00,84.74,8.74,759.81815
2024-04-06 6:00,85.91,8.36,760.02774
2024-04-06 7:00,85.52,8.43,760.32935
2024-04-06 8:00,82.47,9.58,760.45230
2024-04-06 9:00,74.74,11.52,760.44545
2024-04-06 10:00,64.04,12.83,760.19356
2024-04-06 11:00,46.41,14.23,759.87022
2024-04-06 12:00,30.87,16.09,759.39906
2024-04-06 13:00,31.10,17.49,758.76237
2024-04-06 14:00,32.96,18.47,758.20435
2024-04-06 15:00,32.80,19.52,757.64419
2024-04-06 16:00,30.68,19.46,757.02330
2024-04-06 17:00,31.11,19.28,756.75815
2024-04-06 18:00,32.54,18.38,756.68950
2024-04-06 19:00,35.22,17.09,757.16966
2024-04-06 20:00,44.85,14.89,757.71096
2024-04-06 21:00,50.91,13.48,758.20545
2024-04-06 22:00,54.03,12.49,758.57570
2024-04-06 23:00,59.23,11.26,758.82417
2024-04-07 0:00,63.52,10.28,759.03178
2024-04-07 1:00,66.79,9.74,758.90224
2024-04-07 2:00,68.33,9.32,758.89885
2024-04-07 3:00,73.18,8.50,758.55481
2024-04-07 4:00,75.17,8.06,758.40680
2024-04-07 5:00,76.39,7.78,758.61329
2024-04-07 6:00,78.79,7.24,758.81653
2024-04-07 7:00,72.40,8.76,759.16647
2024-04-07 8:00,61.34,12.32,759.32794
2024-04-07 9:00,51.04,14.14,759.19216
2024-04-07 10:00,39.31,16.36,759.07939
2024-04-07 11:00,34.07,18.22,758.46170
2024-04-07 12:00,29.40,19.85,757.88110
2024-04-07 13:00,28.17,20.95,757.20331
2024-04-07 14:00,26.62,21.76,756.44999
2024-04-07 15:00,24.27,22.68,755.79403
2024-04-07 16:00,23.26,23.15,755.46349
2024-04-07 17:00,22.04,23.17,755.60680
2024-04-07 18:00,24.69,22.76,755.89632
2024-04-07 19:00,30.24,21.31,756.65050
2024-04-07 20:00,32.04,19.25,757.46076
2024-04-07 21:00,31.65,17.40,757.74719
2024-04-07 22:00,32.42,15.69,757.79252
2024-04-07 23:00,39.59,14.27,757.83673
2024-04-08 0:00,48.24,12.80,758.07450
2024-04-08 1:00,50.31,11.93,757.87910
2024-04-08 2:00,53.26,11.17,757.78495
2024-04-08 3:00,57.79,10.30,757.57120
2024-04-08 4:00,60.70,9.47,757.56084
2024-04-08 5:00,61.41,9.21,757.64846
2024-04-08 6:00,64.96,8.46,758.09286
2024-04-08 7:00,60.41,10.33,758.15067
2024-04-08 8:00,51.08,13.00,757.99317
2024-04-08 9:00,39.29,15.32,757.80707
2024-04-08 10:00,31.80,17.82,757.64570
2024-04-08 11:00,26.72,19.90,757.32046
2024-04-08 12:00,24.08,21.18,756.69458
2024-04-08 13:00,23.94,22.39,756.05753
2024-04-08 14:00,24.14,23.09,755.69104
2024-04-08 15:00,28.62,22.85,755.59128
2024-04-08 16:00,29.98,22.19,755.65141
2024-04-08 17:00,32.24,21.81,755.61848
2024-04-08 18:00,34.57,21.33,755.67261
2024-04-08 19:00,39.18,20.05,755.92540
2024-04-08 20:00,38.62,19.40,756.38988
2024-04-08 21:00,38.80,18.50,756.61287
2024-04-08 22:00,38.90,16.89,756.58772
2024-04-08 23:00,41.25,15.81,756.51897
2024-04-09 0:00,47.80,14.96,756.37217
2024-04-09 1:00,53.79,13.77,756.39998
2024-04-09 2:00,58.74,12.85,756.40211
2024-04-09 3:00,66.71,11.38,756.52875
2024-04-09 4:00,69.19,10.92,756.79752
2024-04-09 5:00,74.21,9.96,757.41517
2024-04-09 6:00,74.70,9.84,758.39723
2024-04-09 7:00,66.81,11.85,759.09915
2024-04-09 8:00,56.43,14.66,759.50291
2024-04-09 9:00,46.03,15.33,759.69775
2024-04-09 10:00,40.18,16.11,759.92345
2024-04-09 11:00,35.01,17.11,760.11622
2024-04-09 12:00,31.38,17.93,759.97107
