datetime,일사량(w/m^2)_예측,습도(%)_예측,절대습도_예측,기온(degC)_예측,습도(%)_관측,기온(degC)_관측,대기압(mmHg)_관측,대기압(mmHg)_예측
2024-03-07 17:00:00,220.323,23.344,0.002,5.872,39.27,7.57,756.82893,750.2153876790001
2024-03-07 18:00:00,51.443,23.96,0.002,3.635,41.49,6.58,757.18765,750.4531948361
2024-03-07 19:00:00,0.0,29.081,0.002,2.282,45.47,5.5,757.52962,750.8346763693
2024-03-07 20:00:00,0.0,32.954,0.002,1.319,46.79,4.47,757.84263,751.1785797963
2024-03-07 21:00:00,0.0,37.538,0.002,0.508,49.15,3.49,758.0486,751.395610236
2024-03-07 22:00:00,0.0,40.678,0.003,0.214,50.7,2.82,758.32257,751.523120776
2024-03-07 23:00:00,0.0,43.56,0.003,-0.057,53.1,2.67,758.65189,751.67533835828
2024-03-08 00:00:00,0.0,45.826,0.003,-0.285,56.69,2.22,758.73757,751.737638508
2024-03-08 01:00:00,0.0,44.572,0.003,-0.36,60.89,1.65,758.65007,750.9623744247999
2024-03-08 02:00:00,0.0,46.801,0.003,-0.536,63.26,1.59,758.56301,750.89849164426
2024-03-08 03:00:00,0.0,49.175,0.003,-0.657,66.02,1.53,758.17222,750.7436563456
2024-03-08 04:00:00,0.0,51.453,0.003,-0.693,72.24,1.13,757.77336,750.538664401
2024-03-08 05:00:00,0.0,52.709,0.003,-0.737,74.54,0.79,757.77289,750.396902683
2024-03-08 06:00:00,0.0,53.319,0.003,-0.654,74.01,1.59,757.88959,750.33169229272
2024-03-08 07:00:00,2.642,53.687,0.003,0.466,69.7,2.51,758.37892,750.5434272947
2024-03-08 08:00:00,151.36,50.76,0.003,2.634,54.16,4.2,758.64991,750.7643580568
2024-03-08 09:00:00,362.459,39.292,0.003,4.86,37.74,5.29,758.75623,750.8722169724
2024-03-08 10:00:00,553.008,29.182,0.002,6.66,30.1,6.41,758.65176,750.90046430732
2024-03-08 11:00:00,698.081,24.09,0.002,8.279,27.97,7.5,758.415,750.8566531859
2024-03-08 12:00:00,793.746,20.634,0.002,9.58,28.6,7.86,758.26994,750.89707402708
2024-03-08 13:00:00,822.337,20.721,0.002,9.45,30.32,8.42,758.16608,751.0089532750001
2024-03-08 14:00:00,751.377,21.649,0.002,9.031,31.04,7.96,758.16267,751.01583134354
2024-03-08 15:00:00,623.879,22.256,0.002,8.36,31.76,7.75,758.13044,751.0962604918001
2024-03-08 16:00:00,467.368,25.147,0.002,6.486,29.32,7.14,758.11692,751.2292464844
2024-03-08 17:00:00,264.491,25.924,0.002,4.332,32.09,6.15,758.50907,751.4708414546
2024-03-08 18:00:00,55.149,27.062,0.002,1.998,38.82,4.82,759.06053,751.774766577
2024-03-08 19:00:00,0.0,29.194,0.002,0.846,42.92,3.64,759.52355,752.13986675612
2024-03-08 20:00:00,0.0,32.151,0.002,0.063,44.28,2.79,759.93082,752.5663070056
2024-03-08 21:00:00,0.0,33.191,0.002,-0.667,47.52,2.1,760.39734,752.96853525372
2024-03-08 22:00:00,0.0,33.908,0.002,-0.97,51.8,1.63,760.58248,753.24866840948
2024-03-08 23:00:00,0.0,33.983,0.002,-1.282,52.4,1.13,760.91994,753.4627061018
2024-03-09 00:00:00,0.0,36.96,0.002,-1.556,58.28,0.22,761.27103,753.6428334911
2024-03-09 01:00:00,0.0,36.432,0.002,-1.669,56.55,0.26,761.62441,753.7318283474
2024-03-09 02:00:00,0.0,37.017,0.002,-1.865,53.93,0.06,761.72662,753.8712273701
2024-03-09 03:00:00,0.0,38.318,0.002,-2.071,55.73,-0.37,761.69209,753.9761235408
2024-03-09 04:00:00,0.0,39.406,0.002,-2.249,65.13,-1.49,761.72083,754.0824823324
2024-03-09 05:00:00,0.0,40.676,0.002,-2.434,66.83,-1.92,761.97696,754.3600802786001
2024-03-09 06:00:00,0.0,40.607,0.002,-2.558,68.72,-2.64,762.27687,754.65993256434
2024-03-09 07:00:00,3.79,40.582,0.002,-1.511,67.79,-1.85,762.6595,755.0166095472
2024-03-09 08:00:00,185.864,35.838,0.002,0.749,61.92,-0.24,763.1632,755.4188302947
2024-03-09 09:00:00,396.289,26.967,0.002,3.047,47.99,2.44,763.39297,755.8173757384
2024-03-09 10:00:00,582.766,25.499,0.002,5.503,37.28,3.81,763.52319,755.9460113714
2024-03-09 11:00:00,729.259,24.68,0.002,7.82,34.07,4.91,763.33167,755.9045104409399
2024-03-09 12:00:00,794.755,23.233,0.002,9.908,29.36,5.93,762.91172,755.7567332257
2024-03-09 13:00:00,806.954,23.597,0.002,10.103,26.58,6.6,762.30081,755.56605246406
2024-03-09 14:00:00,754.287,21.335,0.002,9.869,24.05,7.31,761.89161,755.4244932628001
2024-03-09 15:00:00,629.58,19.874,0.002,9.304,22.55,7.97,761.79454,755.3431115358
2024-03-09 16:00:00,467.497,19.886,0.002,7.31,23.65,8.24,761.91543,755.4570459536001
2024-03-09 17:00:00,267.681,21.914,0.002,4.953,26.26,8.19,762.07149,755.6791393118
2024-03-09 18:00:00,57.014,25.502,0.002,2.344,32.11,7.04,762.63213,755.9943903704001
2024-03-09 19:00:00,0.0,30.086,0.002,0.83,33.65,5.46,763.4485,756.5699129430001
2024-03-09 20:00:00,0.0,33.88,0.002,-0.205,38.77,4.24,764.16327,757.0813052146
2024-03-09 21:00:00,0.0,37.735,0.002,-1.188,43.97,3.26,764.66314,757.4605365617999
2024-03-09 22:00:00,0.0,39.613,0.002,-1.367,48.94,2.26,764.94106,757.6773794860001
2024-03-09 23:00:00,0.0,41.372,0.002,-1.484,57.27,0.75,765.10369,757.8882219142
2024-03-10 00:00:00,0.0,43.053,0.002,-1.618,60.17,-0.19,765.32652,758.11019526248
2024-03-10 01:00:00,0.0,44.311,0.002,-1.397,62.11,-0.76,765.53405,758.0665866578
2024-03-10 02:00:00,0.0,45.64,0.002,-1.529,65.76,-1.33,765.55702,758.18142115
2024-03-10 03:00:00,0.0,46.055,0.002,-1.662,69.22,-2.0,765.71691,758.2419511534
2024-03-10 04:00:00,0.0,46.959,0.002,-1.865,71.8,-2.38,765.96313,758.32403793868
2024-03-10 05:00:00,0.0,48.28,0.002,-2.048,75.97,-2.99,766.20782,758.43917245568
2024-03-10 06:00:00,0.0,49.438,0.002,-2.213,75.26,-2.92,766.44554,758.6810749512999
2024-03-10 07:00:00,5.183,50.023,0.002,-0.713,74.93,-2.25,766.89382,759.045117543
2024-03-10 08:00:00,181.868,44.87,0.002,2.38,66.85,-0.3,767.21537,759.5001801584
2024-03-10 09:00:00,384.393,38.4,0.002,5.642,59.83,1.6,767.42134,759.890062386
2024-03-10 10:00:00,559.635,31.458,0.002,8.855,38.82,4.23,767.51079,759.9250902814
2024-03-10 11:00:00,701.834,28.141,0.002,11.722,31.86,5.96,767.24882,759.8468588147999
2024-03-10 12:00:00,790.518,27.077,0.002,14.173,29.67,7.68,766.95344,759.6493224864801
2024-03-10 13:00:00,812.258,24.84,0.002,14.488,28.35,9.54,766.28738,759.2396086196001
2024-03-10 14:00:00,749.846,23.376,0.002,14.464,24.53,10.47,765.41372,758.73596448846
2024-03-10 15:00:00,626.544,22.012,0.002,13.968,22.92,10.97,764.88906,758.30182860286
2024-03-10 16:00:00,456.757,22.23,0.002,11.827,21.81,11.51,764.46051,758.178045871
2024-03-10 17:00:00,243.706,21.902,0.002,9.185,23.27,11.38,764.27178,758.2130737664
2024-03-10 18:00:00,59.611,25.06,0.003,6.221,28.59,10.39,764.72768,758.2031729480001
2024-03-10 19:00:00,0.0,31.264,0.003,4.421,35.78,8.85,765.30067,758.4542937056
2024-03-10 20:00:00,0.0,38.184,0.003,3.218,40.42,7.38,765.78851,758.88140901088
2024-03-10 21:00:00,0.0,40.18,0.003,2.148,44.71,6.02,766.00921,759.3211403590001
2024-03-10 22:00:00,0.0,45.743,0.003,1.55,50.69,4.82,766.07813,759.1772034612001
2024-03-10 23:00:00,0.0,46.821,0.003,1.184,57.09,3.69,765.40082,758.9455093094
2024-03-11 00:00:00,0.0,46.88,0.003,0.936,62.9,2.89,765.00186,758.6203574324
2024-03-11 01:00:00,0.0,43.991,0.003,0.795,64.55,2.48,764.76236,758.0446098412
2024-03-11 02:00:00,0.0,44.073,0.003,0.749,64.19,2.32,764.38181,757.5462311453
2024-03-11 03:00:00,0.0,44.361,0.003,0.767,65.35,2.2,763.78563,757.12198857748
2024-03-11 04:00:00,0.0,45.357,0.003,0.372,68.01,1.95,763.34442,756.7395769674
2024-03-11 05:00:00,0.0,45.361,0.003,0.186,68.92,1.35,763.17547,756.2939651332
2024-03-11 06:00:00,0.0,45.561,0.003,0.024,74.42,0.12,762.71104,756.0210925776
2024-03-11 07:00:00,6.433,45.932,0.003,0.936,75.55,0.32,762.25111,755.795848959
2024-03-11 08:00:00,143.342,41.021,0.003,3.232,66.26,1.65,762.04053,755.5726305078
2024-03-11 09:00:00,277.388,37.485,0.003,5.755,57.24,4.16,761.98147,755.408066905
2024-03-11 10:00:00,370.414,33.193,0.003,7.796,49.21,6.43,761.84173,755.154170918
2024-03-11 11:00:00,346.79,28.444,0.003,8.912,38.91,9.32,761.18396,754.7522876984
2024-03-11 12:00:00,376.635,33.442,0.003,9.76,41.0,11.02,760.59802,754.3229522096
2024-03-11 13:00:00,421.479,37.021,0.003,9.927,47.88,11.12,759.68609,753.70605621708
2024-03-11 14:00:00,362.918,39.392,0.004,10.107,50.41,11.44,758.75134,753.05080205388
2024-03-11 15:00:00,338.271,42.118,0.004,10.654,50.53,11.8,758.26348,752.3760162762001
2024-03-11 16:00:00,221.057,42.565,0.004,10.052,49.41,12.3,757.80626,751.73421072466
2024-03-11 17:00:00,155.563,40.534,0.004,9.222,49.87,12.19,757.55681,751.1947436324
2024-03-11 18:00:00,56.298,45.478,0.005,7.795,54.45,11.57,757.1694,750.827813302
2024-03-11 19:00:00,0.0,51.32,0.005,6.793,58.07,10.54,757.10737,750.6591543606801
2024-03-11 20:00:00,0.0,54.554,0.005,5.851,63.25,9.19,757.20569,750.5428272450999
2024-03-11 21:00:00,0.0,56.546,0.005,5.207,66.81,8.23,757.24865,750.3655500914
2024-03-11 22:00:00,0.0,58.061,0.005,4.895,71.13,6.91,757.09841,750.1654335498
2024-03-11 23:00:00,0.0,59.848,0.005,4.41,75.23,5.69,756.97494,749.9514408612
2024-03-12 00:00:00,0.0,61.263,0.005,4.15,79.4,4.72,756.82261,749.6348696934799
2024-03-12 01:00:00,0.0,60.359,0.005,3.913,83.99,3.83,756.81152,749.24372736172
2024-03-12 02:00:00,0.0,61.609,0.005,3.776,85.28,3.68,756.36063,748.7828142627201
2024-03-12 03:00:00,0.0,62.378,0.005,4.237,85.33,3.55,755.85973,748.3697851218001
2024-03-12 04:00:00,0.0,62.409,0.005,4.093,85.53,3.63,755.46441,748.10394064714
2024-03-12 05:00:00,0.0,63.537,0.005,4.367,85.77,3.79,755.5591,747.9427748252001
2024-03-12 06:00:00,0.0,65.375,0.005,4.048,84.81,3.95,755.77589,747.8634932717999
2024-03-12 07:00:00,7.017,66.401,0.005,4.788,84.0,4.22,755.93755,747.9441624399001
2024-03-12 08:00:00,43.79,67.201,0.005,5.34,82.36,4.92,756.02916,748.1447290187
2024-03-12 09:00:00,92.333,66.996,0.005,6.17,79.74,5.93,756.06874,748.3409827410001
2024-03-12 10:00:00,155.318,64.248,0.005,6.889,77.24,6.9,756.12192,748.3508835594
2024-03-12 11:00:00,205.578,62.099,0.005,8.142,75.88,7.79,756.02959,748.3182783642601
2024-03-12 12:00:00,344.927,53.867,0.005,9.962,73.76,8.51,755.79801,748.1889451736
2024-03-12 13:00:00,368.558,49.035,0.005,10.559,66.57,9.41,755.33763,747.955450873
2024-03-12 14:00:00,285.872,46.767,0.005,9.68,64.84,10.42,754.95477,747.685053522
2024-03-12 15:00:00,317.771,40.87,0.005,10.496,70.98,9.32,755.03153,747.42685217912
2024-03-12 16:00:00,202.677,42.182,0.004,9.34,67.35,9.23,755.43831,747.6224683487201
2024-03-12 17:00:00,138.232,43.604,0.004,8.318,64.89,9.17,755.842,748.0948873988
2024-03-12 18:00:00,40.227,45.286,0.004,6.887,64.71,8.76,756.43611,748.63196179328
2024-03-12 19:00:00,0.0,46.606,0.004,6.035,64.78,8.21,757.07522,749.354691534
2024-03-12 20:00:00,0.0,47.168,0.004,5.3,66.07,7.63,757.6649,750.1076037696
2024-03-12 21:00:00,0.0,52.805,0.004,4.348,67.58,7.29,758.42651,750.7595576599999
2024-03-12 22:00:00,0.0,54.214,0.004,3.403,72.45,6.34,758.76478,751.3043276906
2024-03-12 23:00:00,0.0,54.13,0.004,2.935,70.25,6.16,759.0055,751.7561425375401
2024-03-13 00:00:00,0.0,53.995,0.004,2.172,69.03,5.7,759.21382,752.0273124524
2024-03-13 01:00:00,0.0,44.512,0.004,1.712,69.45,4.64,759.53062,752.1313460518
2024-03-13 02:00:00,0.0,44.9,0.003,1.149,71.83,3.81,759.88866,752.333937798
2024-03-13 03:00:00,0.0,46.814,0.003,0.579,73.42,3.04,760.16874,752.5755327682
2024-03-13 04:00:00,0.0,45.526,0.003,0.274,75.83,2.11,760.4633,752.84680769174
2024-03-13 05:00:00,0.0,46.096,0.003,0.018,80.07,1.19,760.58393,753.2140980519
2024-03-13 06:00:00,0.0,45.45,0.003,-0.311,81.52,0.68,760.7723,753.4493174951
2024-03-13 07:00:00,10.857,45.219,0.003,0.996,81.32,1.03,761.25412,753.67844643486
2024-03-13 08:00:00,173.604,43.928,0.003,3.613,77.65,2.78,761.57412,753.9967502458001
2024-03-13 09:00:00,358.304,40.689,0.003,6.377,58.71,6.25,761.45332,754.2880743266
2024-03-13 10:00:00,550.763,35.497,0.003,9.359,47.63,8.43,761.19199,754.3766566488
2024-03-13 11:00:00,687.653,31.223,0.003,12.053,39.59,10.25,761.07186,754.17567003528
2024-03-13 12:00:00,796.824,22.153,0.003,14.629,38.29,11.15,760.73097,753.7568054120001
2024-03-13 13:00:00,823.622,20.272,0.003,14.874,36.67,11.91,760.04244,753.2346872538001
2024-03-13 14:00:00,759.445,19.656,0.002,14.62,33.27,12.63,759.43373,752.80148144508
2024-03-13 15:00:00,632.685,21.603,0.003,14.056,29.97,13.28,759.13316,752.53087407672
2024-03-13 16:00:00,466.621,21.854,0.003,12.024,29.14,12.68,759.23382,752.6203864757999
2024-03-13 17:00:00,258.694,23.412,0.003,9.718,33.57,11.69,759.4605,752.8682069606
2024-03-13 18:00:00,67.354,26.115,0.003,7.245,37.96,10.16,760.04456,753.159005998
2024-03-13 19:00:00,0.0,32.023,0.003,5.734,40.83,8.92,760.5876,753.3129937266
2024-03-13 20:00:00,0.0,35.718,0.003,4.645,49.41,7.88,761.0066,753.4394541798
2024-03-13 21:00:00,0.0,39.462,0.003,3.707,51.84,6.73,760.9829,753.59572209688
2024-03-13 22:00:00,0.0,43.798,0.004,3.327,57.47,5.95,760.97946,753.555413765
2024-03-13 23:00:00,0.0,46.011,0.004,3.022,65.36,4.28,761.05425,753.4816076641999
2024-03-14 00:00:00,0.0,47.59,0.004,2.731,70.26,2.65,761.10263,753.48315279192
2024-03-14 01:00:00,0.0,49.934,0.004,2.268,76.07,1.98,761.30286,753.7106015928
2024-03-14 02:00:00,0.0,50.584,0.004,2.043,76.69,1.75,761.37522,753.7066262642
2024-03-14 03:00:00,0.0,50.083,0.004,1.841,76.67,1.6,761.09093,753.4588057794
2024-03-14 04:00:00,0.0,50.139,0.004,1.732,80.84,0.96,760.89143,753.3348655345201
2024-03-14 05:00:00,0.0,50.833,0.004,1.489,81.97,0.59,760.98988,753.4280532374
2024-03-14 06:00:00,0.0,53.117,0.004,1.076,82.6,0.46,761.30703,753.74867473992
2024-03-14 07:00:00,13.099,53.158,0.004,2.452,82.6,0.72,761.6236,753.9915373149
2024-03-14 08:00:00,161.49,49.563,0.004,5.316,74.99,3.33,761.87521,754.2063175686001
2024-03-14 09:00:00,335.322,45.249,0.004,8.289,67.19,5.78,761.93388,754.3263274886
2024-03-14 10:00:00,506.146,42.114,0.004,11.178,54.56,9.54,761.76708,754.32697254192
2024-03-14 11:00:00,651.107,37.507,0.004,13.916,46.34,11.53,761.52017,754.2966625365
2024-03-14 12:00:00,749.515,33.853,0.004,16.458,39.64,12.96,761.08142,754.179090318
2024-03-14 13:00:00,802.935,30.846,0.004,16.993,36.28,14.08,760.57643,753.8382621452
2024-03-14 14:00:00,757.487,24.524,0.004,17.18,33.0,14.99,760.06463,753.4446296076001
2024-03-14 15:00:00,636.344,20.855,0.003,16.799,31.2,15.45,759.66386,753.1675867072801
2024-03-14 16:00:00,473.501,20.392,0.003,14.758,36.69,15.5,759.59241,753.252013686
2024-03-14 17:00:00,262.103,20.43,0.003,12.309,43.56,14.48,759.79573,753.54518291932
2024-03-14 18:00:00,69.951,23.252,0.003,9.489,46.53,12.94,760.33152,753.8379621204
2024-03-14 19:00:00,0.0,29.512,0.004,7.544,49.64,11.28,760.83578,754.1703595963199
2024-03-14 20:00:00,0.0,35.143,0.004,6.247,53.68,9.72,761.40132,754.4683892314
2024-03-14 21:00:00,0.0,42.201,0.004,5.077,56.27,8.77,761.64921,754.7349612662
2024-03-14 22:00:00,0.0,45.844,0.004,4.481,59.93,8.01,762.13099,754.8950995032
2024-03-14 23:00:00,0.0,49.946,0.004,4.032,68.0,6.23,762.38905,755.0184847022
2024-03-15 00:00:00,0.0,51.623,0.004,3.612,73.58,4.79,762.39453,755.11512269028
2024-03-15 01:00:00,0.0,53.384,0.004,3.363,76.4,3.34,762.70287,755.3751091807201
2024-03-15 02:00:00,0.0,54.1,0.004,3.284,79.87,2.55,762.94783,755.32484002548
2024-03-15 03:00:00,0.0,53.689,0.004,3.119,81.71,1.83,762.63101,755.2611297592
2024-03-15 04:00:00,0.0,53.332,0.004,2.944,88.59,1.49,762.83552,755.2802563402
2024-03-15 05:00:00,0.0,53.722,0.004,2.367,93.44,1.83,762.90013,755.3896153798
2024-03-15 06:00:00,0.0,53.536,0.004,1.757,94.86,1.17,763.06355,755.59727754512
2024-03-15 07:00:00,15.649,53.46,0.004,3.153,96.56,1.12,763.26632,755.81665567888
2024-03-15 08:00:00,180.763,48.931,0.004,6.325,94.88,1.93,763.58995,756.0412992478799
2024-03-15 09:00:00,386.504,41.716,0.004,9.574,85.54,4.57,763.72903,756.2379355017999
2024-03-15 10:00:00,552.641,35.976,0.004,12.534,69.32,7.98,763.5262,756.219633989
2024-03-15 11:00:00,686.799,31.546,0.004,15.207,39.94,12.15,763.281,756.1060746022
2024-03-15 12:00:00,756.561,32.977,0.004,17.441,29.44,14.54,762.81469,755.9603375556
2024-03-15 13:00:00,812.623,22.123,0.003,18.227,30.33,15.93,762.11676,755.6093835458
2024-03-15 14:00:00,766.048,20.624,0.003,18.36,26.74,17.19,761.59964,755.2862568362
2024-03-15 15:00:00,649.809,19.732,0.003,17.945,21.13,17.75,761.40711,755.0224600308
2024-03-15 16:00:00,475.266,22.485,0.004,15.889,19.02,17.43,761.51826,754.9917449919
2024-03-15 17:00:00,263.949,26.261,0.004,13.658,19.08,16.72,761.63003,755.0522374922
2024-03-15 18:00:00,71.374,31.089,0.004,10.93,23.1,15.36,761.93372,755.33683351686
2024-03-15 19:00:00,0.0,34.9,0.004,9.094,28.84,13.82,762.47561,755.6337605608
2024-03-15 20:00:00,0.0,39.94,0.004,7.69,34.27,12.29,763.00936,755.8865314548
2024-03-15 21:00:00,0.0,43.122,0.004,6.52,49.24,10.61,763.32428,756.14302265632
2024-03-15 22:00:00,0.0,43.562,0.004,6.01,55.12,9.19,763.51068,756.2787163727401
2024-03-15 23:00:00,0.0,47.196,0.004,5.349,61.92,7.76,763.63078,756.4458151851
2024-03-16 00:00:00,0.0,48.099,0.004,4.906,65.91,6.37,763.78148,756.4700046846
2024-03-16 01:00:00,0.0,50.898,0.004,4.047,72.12,5.39,763.91662,756.5527365232
2024-03-16 02:00:00,0.0,51.541,0.004,3.462,76.77,4.55,763.92942,756.4606289096
2024-03-16 03:00:00,0.0,52.531,0.004,3.142,79.45,3.9,763.83199,756.3256177496
2024-03-16 04:00:00,0.0,53.216,0.004,2.951,81.14,2.9,763.39832,756.07394194612
2024-03-16 05:00:00,0.0,53.898,0.004,2.65,81.07,2.32,763.12418,755.8513535469999
2024-03-16 06:00:00,0.0,55.034,0.004,2.382,81.49,1.81,762.79338,755.76799165632
2024-03-16 07:00:00,18.717,55.261,0.004,4.333,79.3,2.55,762.78701,755.7578208156
2024-03-16 08:00:00,173.935,52.615,0.004,7.357,71.97,5.38,762.97929,755.7575207908
2024-03-16 09:00:00,375.954,45.873,0.004,11.045,65.08,7.54,762.84382,755.67996438
2024-03-16 10:00:00,561.224,38.439,0.004,14.999,54.87,10.13,762.29938,755.310558845
2024-03-16 11:00:00,715.741,31.448,0.004,18.611,41.75,13.11,761.53885,754.8065921872001
2024-03-16 12:00:00,805.82,29.65,0.004,21.838,37.0,15.05,760.32294,754.1821655722
2024-03-16 13:00:00,827.315,29.226,0.004,21.708,33.66,16.63,759.4711,753.5699649678
2024-03-16 14:00:00,741.158,29.962,0.004,21.141,19.48,18.91,758.78248,753.0236198069999
2024-03-16 15:00:00,620.587,27.24,0.004,20.02,13.86,19.39,758.13545,752.5484555300001
2024-03-16 16:00:00,430.877,27.639,0.004,17.819,16.02,19.22,757.83758,752.1823502678001
2024-03-16 17:00:00,218.001,29.866,0.004,15.367,22.88,18.18,757.93338,751.97785336412
2024-03-16 18:00:00,60.414,34.743,0.004,12.641,32.57,16.84,757.96943,752.00793085032
2024-03-16 19:00:00,0.0,37.242,0.004,10.941,31.46,15.95,758.33336,752.1065940058
2024-03-16 20:00:00,0.0,39.232,0.004,9.505,29.95,15.26,758.46262,752.2117526982
2024-03-16 21:00:00,0.0,39.893,0.004,8.257,26.13,14.56,758.46989,752.260431722
2024-03-16 22:00:00,0.0,40.096,0.004,7.633,23.0,13.53,758.66576,752.1188575195
2024-03-16 23:00:00,0.0,42.236,0.004,7.657,24.9,12.7,758.53929,752.1338962626
2024-03-17 00:00:00,0.0,42.274,0.003,6.984,38.34,11.89,758.21393,752.0210869378
2024-03-17 01:00:00,0.0,41.809,0.004,7.573,50.0,11.41,757.93179,751.5168502576801
2024-03-17 02:00:00,0.0,42.31,0.004,7.36,52.93,11.59,757.66703,751.0681331668001
2024-03-17 03:00:00,0.0,44.741,0.004,7.33,58.5,11.54,757.20452,750.6970774954001
2024-03-17 04:00:00,0.0,48.524,0.005,7.388,63.17,11.46,756.81633,750.4817346952001
2024-03-17 05:00:00,0.0,55.508,0.005,7.799,65.96,11.0,756.7683,750.1920157470801
2024-03-17 06:00:00,0.0,60.746,0.006,8.056,68.0,11.06,756.6395,750.0788013888
2024-03-17 07:00:00,15.456,63.912,0.006,8.352,72.1,10.98,756.99272,750.39889784792
2024-03-17 08:00:00,60.526,61.972,0.006,9.155,75.89,11.05,757.10109,750.586293338
2024-03-17 09:00:00,125.99,51.134,0.005,10.103,70.56,12.32,756.82057,750.88577059274
2024-03-17 10:00:00,363.157,33.154,0.004,11.875,61.42,13.63,756.82722,751.0379056682
2024-03-17 11:00:00,560.466,24.314,0.003,13.316,53.6,13.04,756.85507,751.08902989412
2024-03-17 12:00:00,663.982,22.442,0.003,14.373,40.81,13.74,756.55274,751.095960467
2024-03-17 13:00:00,750.238,22.87,0.003,14.476,37.83,13.28,756.3665,750.9559238915999
2024-03-17 14:00:00,692.134,21.238,0.003,14.066,35.42,13.63,756.19779,750.90906751846
2024-03-17 15:00:00,544.013,22.674,0.003,13.228,32.05,13.33,756.50506,750.93209442186
2024-03-17 16:00:00,411.45,24.195,0.003,11.273,32.41,12.36,756.72464,751.1246878416
2024-03-17 17:00:00,253.599,25.674,0.003,9.221,34.06,10.54,756.82826,751.35103405134
2024-03-17 18:00:00,75.831,28.38,0.003,7.068,38.65,9.38,757.48955,751.69117966772
2024-03-17 19:00:00,0.0,29.924,0.003,5.786,41.2,9.1,758.48985,752.2046271091999
2024-03-17 20:00:00,0.0,31.593,0.003,4.952,42.57,8.17,759.13707,752.70809122546
2024-03-17 21:00:00,0.0,33.766,0.003,4.203,44.09,7.47,759.78248,753.28084606928
2024-03-17 22:00:00,0.0,35.433,0.003,3.627,44.43,6.78,760.09767,753.70367101992
2024-03-17 23:00:00,0.0,35.591,0.003,3.059,45.08,6.14,760.39903,754.01410668048
2024-03-18 00:00:00,0.0,36.205,0.003,2.416,44.62,5.77,760.86038,754.20066210112
2024-03-18 01:00:00,0.0,25.957,0.002,2.445,49.06,4.91,761.04498,754.4261607408
2024-03-18 02:00:00,0.0,27.703,0.002,1.835,62.42,3.02,761.14249,754.48898593392
2024-03-18 03:00:00,0.0,32.811,0.002,1.047,66.24,2.33,761.33639,754.6097009122
2024-03-18 04:00:00,0.0,31.549,0.002,0.507,67.22,1.7,761.62268,754.64633394028
2024-03-18 05:00:00,0.0,34.412,0.002,0.048,65.49,1.29,761.94166,754.706758935
2024-03-18 06:00:00,0.0,39.158,0.002,-0.37,70.45,0.7,762.26924,754.87624294452
2024-03-18 07:00:00,25.16,41.419,0.002,1.608,68.83,1.36,762.72034,755.18969385432
2024-03-18 08:00:00,212.868,32.348,0.002,5.202,54.98,4.07,763.03028,755.4994244566
2024-03-18 09:00:00,410.812,27.908,0.002,8.866,39.75,6.1,762.93501,755.721592821
2024-03-18 10:00:00,597.243,24.437,0.002,11.751,31.09,7.71,762.5942,755.6025879840801
2024-03-18 11:00:00,731.65,20.72,0.002,14.354,26.62,9.42,762.14366,755.4068668058001
2024-03-18 12:00:00,780.075,19.222,0.002,16.623,22.67,10.96,761.38849,755.0417366242
2024-03-18 13:00:00,828.83,18.637,0.002,16.998,18.09,12.27,760.43688,754.53599982008
2024-03-18 14:00:00,740.644,17.959,0.002,16.82,13.59,13.63,759.56775,754.0744941721
2024-03-18 15:00:00,607.556,17.246,0.002,16.307,14.82,14.54,759.24192,753.6575722094
2024-03-18 16:00:00,435.156,16.998,0.002,14.016,12.76,14.72,758.94815,753.3932503606
2024-03-18 17:00:00,235.721,18.123,0.002,11.73,15.84,14.63,758.95683,753.2631896098001
2024-03-18 18:00:00,70.915,19.841,0.002,9.038,19.71,13.64,759.20121,753.2890667488
2024-03-18 19:00:00,0.0,23.239,0.002,7.234,24.88,11.42,759.68327,753.4473298308001
2024-03-18 20:00:00,0.0,27.751,0.003,5.989,28.23,9.78,759.95849,753.6256195682
2024-03-18 21:00:00,0.0,35.325,0.003,5.011,29.91,8.8,760.29087,753.7660686777
2024-03-18 22:00:00,0.0,40.136,0.003,4.519,30.8,8.27,760.12813,753.7447294138
2024-03-18 23:00:00,0.0,39.003,0.003,3.975,40.06,7.33,759.90909,753.7517049904001
2024-03-19 00:00:00,0.0,41.088,0.003,3.38,39.7,7.18,759.86112,753.6165438180001
2024-03-19 01:00:00,0.0,41.685,0.003,4.854,46.07,7.23,759.76245,752.8348292016001
2024-03-19 02:00:00,0.0,41.147,0.003,4.929,52.94,6.93,759.65025,752.4931759606001
2024-03-19 03:00:00,0.0,42.864,0.003,4.722,56.11,6.77,759.49014,752.1690741704
2024-03-19 04:00:00,0.0,45.62,0.003,4.145,55.44,6.58,759.20019,751.6026273479999
2024-03-19 05:00:00,0.0,48.301,0.003,4.07,53.15,6.74,759.19124,751.17281181952
2024-03-19 06:00:00,0.0,48.753,0.003,3.971,53.11,6.67,758.96998,750.8581158068
2024-03-19 07:00:00,24.352,45.796,0.003,4.959,56.6,6.49,758.57192,750.4875101726001
2024-03-19 08:00:00,128.386,44.03,0.003,7.024,58.42,7.05,758.44842,750.0424233818
2024-03-19 09:00:00,242.168,43.084,0.004,9.124,63.62,7.91,757.7288,749.2030289976
2024-03-19 10:00:00,338.823,40.648,0.004,10.778,58.84,9.79,756.48463,748.5159722056001
